"id","listing_url","host_id","host_url","host_name","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","neighborhood","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","beds","price","has_availability","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","calculated_host_listings_count","reviews_per_month","zip_code"
"1090360244567209574",https://www.airbnb.com/rooms/1090360244567209574,"107434423",https://www.airbnb.com/users/show/107434423,Blueground,within an hour,0.99000000000000000000,0.97000000000000000000,f,"5040",South of Market,"37.7873984",-122.3923904,Entire home/apt,2,1.0,1,1,226.00,t,0,22,52,327,0,,,,,,,,183,"","94103"
"589020902524503434",https://www.airbnb.com/rooms/589020902524503434,"450929962",https://www.airbnb.com/users/show/450929962,Jessica,within an hour,1.00000000000000000000,0.98000000000000000000,f,"3",Outer Sunset,"37.74925",-122.50383,Private room,3,1.0,1,2,62.00,t,13,31,47,188,51,4.8,4.78,4.5,4.82,4.88,4.82,4.72,3,"2.18","94122"
"53627212",https://www.airbnb.com/rooms/53627212,"434269687",https://www.airbnb.com/users/show/434269687,Zhicheng,within an hour,1.00000000000000000000,0.99000000000000000000,t,"1",Crocker Amazon,"37.70926",-122.44576,Entire home/apt,6,2.0,3,3,198.00,t,10,34,64,64,119,4.81,4.84,4.61,4.88,4.91,4.61,4.67,1,"4.47","94112"
"598112337364714927",https://www.airbnb.com/rooms/598112337364714927,"450929962",https://www.airbnb.com/users/show/450929962,Jessica,within an hour,1.00000000000000000000,0.98000000000000000000,f,"3",Outer Sunset,"37.74923",-122.50577,Private room,2,1.0,1,1,69.00,t,13,30,45,101,49,4.69,4.81,4.63,4.94,4.9,4.73,4.71,3,"2.27","94122"
"704168401846350969",https://www.airbnb.com/rooms/704168401846350969,"474990287",https://www.airbnb.com/users/show/474990287,Jose Garcia,within an hour,1.00000000000000000000,0.99000000000000000000,f,"2",Excelsior,"37.7289",-122.40628,Entire home/apt,7,1.0,2,4,169.00,t,10,27,57,147,74,4.85,4.93,4.82,4.84,4.93,4.53,4.68,1,"4.10","94112"
"633566725728505100",https://www.airbnb.com/rooms/633566725728505100,"54287259",https://www.airbnb.com/users/show/54287259,Ricky,within an hour,1.00000000000000000000,1.00000000000000000000,t,"1",Outer Richmond,"37.77904",-122.5038,Entire home/apt,4,1.0,2,2,179.00,t,21,36,64,64,73,4.86,4.82,5.0,4.99,4.93,4.85,4.71,1,"3.57","94121"
"571855536080232122",https://www.airbnb.com/rooms/571855536080232122,"375566645",https://www.airbnb.com/users/show/375566645,Mark,within an hour,1.00000000000000000000,0.97000000000000000000,t,"29",Mission,"37.76797",-122.41788,Private room,1,1.5,1,1,58.00,t,0,15,45,225,13,5.0,4.92,4.85,5.0,5.0,4.69,4.69,20,"0.56","94110"
"25094",https://www.airbnb.com/rooms/25094,"103339",https://www.airbnb.com/users/show/103339,Bruce,within a few hours,1.00000000000000000000,1.00000000000000000000,t,"1",Glen Park,"37.74159",-122.43159,Private room,2,1.0,1,2,165.00,t,18,39,69,344,70,4.97,5.0,5.0,4.98,5.0,4.94,4.89,1,"0.75","94131"
"38167638",https://www.airbnb.com/rooms/38167638,"61398010",https://www.airbnb.com/users/show/61398010,Eileen,within an hour,1.00000000000000000000,0.94000000000000000000,t,"1",Pacific Heights,"37.79288",-122.43086,Entire home/apt,2,1.0,0,1,319.00,t,10,22,52,100,172,4.98,4.95,4.98,4.97,4.99,4.99,4.83,1,"3.20","94115"
"44577140",https://www.airbnb.com/rooms/44577140,"4430421",https://www.airbnb.com/users/show/4430421,Landmark,within a few hours,0.94000000000000000000,0.92000000000000000000,f,"149",Mission,"37.76444",-122.41905,Entire home/apt,2,1.0,0,1,81.00,t,30,60,90,180,3,4.67,4.67,4.67,5.0,5.0,4.0,4.33,149,"0.15","94110"
"560165755972387675",https://www.airbnb.com/rooms/560165755972387675,"88566861",https://www.airbnb.com/users/show/88566861,Kasa,within an hour,1.00000000000000000000,0.98000000000000000000,f,"212",Downtown/Civic Center,"37.78929",-122.4118,Entire home/apt,2,1.0,0,1,155.00,t,20,48,74,278,74,4.59,4.73,4.82,4.77,4.88,4.61,4.61,17,"3.25","94102"
"46512891",https://www.airbnb.com/rooms/46512891,"369884091",https://www.airbnb.com/users/show/369884091,Sally,within an hour,1.00000000000000000000,1.00000000000000000000,f,"3",Outer Sunset,"37.75134",-122.50476,Private room,2,1.0,1,1,86.00,t,30,60,83,350,134,4.76,4.89,4.85,4.87,4.88,4.78,4.69,3,"3.36","94122"
"612614125749763363",https://www.airbnb.com/rooms/612614125749763363,"157999191",https://www.airbnb.com/users/show/157999191,Berlin,within an hour,1.00000000000000000000,0.99000000000000000000,f,"26",Outer Richmond,"37.78239",-122.48029,Private room,1,1.0,1,1,55.00,t,30,60,90,365,4,4.75,4.75,4.75,5.0,5.0,5.0,4.75,26,"0.20","94121"
"23121061",https://www.airbnb.com/rooms/23121061,"2711732",https://www.airbnb.com/users/show/2711732,Keith,within an hour,1.00000000000000000000,1.00000000000000000000,t,"4",Castro/Upper Market,"37.76011",-122.4346,Private room,2,1.0,1,1,107.00,t,23,50,80,348,106,4.94,4.98,4.89,4.92,4.97,4.96,4.75,4,"1.43","94114"
"45492193",https://www.airbnb.com/rooms/45492193,"22541573",https://www.airbnb.com/users/show/22541573,Furnished Quarters,within an hour,1.00000000000000000000,1.00000000000000000000,t,"263",South of Market,"37.78618",-122.39188,Entire home/apt,3,1.0,1,1,229.00,t,29,59,89,311,4,5.0,5.0,5.0,5.0,5.0,5.0,4.75,13,"0.11","94103"
"955464950099551438",https://www.airbnb.com/rooms/955464950099551438,"231712410",https://www.airbnb.com/users/show/231712410,Shao Ping,within an hour,1.00000000000000000000,0.98000000000000000000,f,"3",Inner Sunset,"37.76341213436758",-122.47370973229408,Private room,2,1.0,1,1,102.00,t,0,0,0,3,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,"0.77","94122"
"43031022",https://www.airbnb.com/rooms/43031022,"4191595",https://www.airbnb.com/users/show/4191595,Laura & Larry,within an hour,1.00000000000000000000,0.97000000000000000000,t,"5",Bernal Heights,"37.73328",-122.42514,Private room,1,2.0,1,1,41.00,t,7,7,7,140,8,5.0,5.0,4.63,4.88,5.0,4.75,5.0,5,"0.17","94110"
"7342996",https://www.airbnb.com/rooms/7342996,"7212456",https://www.airbnb.com/users/show/7212456,Jack & Christina,within an hour,1.00000000000000000000,0.95000000000000000000,t,"3",Mission,"37.75065",-122.42449,Private room,2,1.0,1,1,220.00,t,16,46,71,332,83,4.99,4.99,5.0,5.0,4.99,4.99,4.9,3,"0.80","94110"
"1093764675694021632",https://www.airbnb.com/rooms/1093764675694021632,"561464399",https://www.airbnb.com/users/show/561464399,Ruihua,within an hour,1.00000000000000000000,0.83000000000000000000,f,"1",Parkside,"37.74717",-122.47417,Entire home/apt,4,1.0,2,3,111.00,t,17,47,77,166,0,,,,,,,,1,"","94116"
"1018951545238681607",https://www.airbnb.com/rooms/1018951545238681607,"9154171",https://www.airbnb.com/users/show/9154171,Rose,within an hour,1.00000000000000000000,0.99000000000000000000,f,"3",Parkside,"37.73573260678869",-122.50509614674378,Entire home/apt,4,1.0,2,2,150.00,t,3,10,21,196,9,4.78,4.78,4.67,4.78,4.89,4.89,4.33,1,"3.33","94116"
"15722690",https://www.airbnb.com/rooms/15722690,"10829039",https://www.airbnb.com/users/show/10829039,Viviane,within an hour,1.00000000000000000000,0.97000000000000000000,t,"6",Inner Richmond,"37.77564",-122.46332,Private room,3,1.5,1,2,180.00,t,0,0,10,285,87,4.78,4.82,4.78,4.88,4.9,4.89,4.65,5,"1.00","94118"
"718798897889873909",https://www.airbnb.com/rooms/718798897889873909,"480037815",https://www.airbnb.com/users/show/480037815,Eric,within an hour,1.00000000000000000000,0.98000000000000000000,t,"1",Pacific Heights,"37.79231",-122.42923,Entire home/apt,4,1.0,0,2,234.00,t,9,37,65,92,45,4.93,5.0,4.98,4.96,5.0,4.98,4.8,1,"2.57","94115"
"1000943755153671347",https://www.airbnb.com/rooms/1000943755153671347,"44380974",https://www.airbnb.com/users/show/44380974,Sanjay,within a few hours,1.00000000000000000000,1.00000000000000000000,f,"1",South of Market,"37.7857131",-122.3922754,Entire home/apt,2,2.0,2,2,160.00,t,0,26,56,236,0,,,,,,,,1,"","94103"
"6145605",https://www.airbnb.com/rooms/6145605,"1196837",https://www.airbnb.com/users/show/1196837,Heather,within an hour,1.00000000000000000000,1.00000000000000000000,t,"2",Visitacion Valley,"37.71167",-122.39885,Entire home/apt,4,1.0,0,2,80.00,t,30,60,88,237,264,4.7,4.84,4.75,4.94,4.89,4.66,4.65,2,"2.46","94134"
"840715737123099534",https://www.airbnb.com/rooms/840715737123099534,"988375",https://www.airbnb.com/users/show/988375,Jennifer,within a few hours,1.00000000000000000000,1.00000000000000000000,t,"26",Mission,"37.760340931299694",-122.41706609642075,Entire home/apt,4,1.0,2,2,160.00,t,0,18,48,323,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,19,"0.13","94110"
"1085859777414749887",https://www.airbnb.com/rooms/1085859777414749887,"523997837",https://www.airbnb.com/users/show/523997837,Daniel,within an hour,1.00000000000000000000,1.00000000000000000000,f,"1",Crocker Amazon,"37.71401",-122.43771,Entire home/apt,6,1.5,3,1,175.00,t,30,60,90,270,0,,,,,,,,1,"","94112"
"45369529",https://www.airbnb.com/rooms/45369529,"100428075",https://www.airbnb.com/users/show/100428075,Sam,within a few hours,1.00000000000000000000,0.81000000000000000000,f,"48",Financial District,"37.79771",-122.39861,Entire home/apt,4,1.0,0,2,150.00,t,30,60,90,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,"0.03","94111"
"54096740",https://www.airbnb.com/rooms/54096740,"150749015",https://www.airbnb.com/users/show/150749015,Kalin,within an hour,1.00000000000000000000,1.00000000000000000000,f,"1",Outer Richmond,"37.77799",-122.48944,Entire home/apt,3,1.0,2,2,109.00,t,14,14,14,14,14,4.57,4.64,4.36,5.0,4.86,4.86,4.71,1,"0.58","94121"
"23681672",https://www.airbnb.com/rooms/23681672,"47100471",https://www.airbnb.com/users/show/47100471,Remi,within a few hours,1.00000000000000000000,0.00000000000000000000,f,"2",Western Addition,"37.78492",-122.44675,Private room,4,1.0,2,4,313.00,t,29,59,89,364,3,5.0,5.0,5.0,5.0,5.0,4.67,4.67,2,"0.04","94115"
"957382572188689373",https://www.airbnb.com/rooms/957382572188689373,"2060012",https://www.airbnb.com/users/show/2060012,Ari,within an hour,1.00000000000000000000,0.96000000000000000000,t,"41",Mission,"37.74969",-122.41667,Entire home/apt,11,5.0,7,7,227.00,t,18,48,78,258,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,30,"0.51","94110"
"410762",https://www.airbnb.com/rooms/410762,"1964252",https://www.airbnb.com/users/show/1964252,Inna,within a day,0.50000000000000000000,1.00000000000000000000,f,"1",Inner Richmond,"37.77843",-122.46988,Private room,1,1.0,1,1,73.00,t,0,0,16,169,3,4.67,4.67,4.33,5.0,4.67,4.67,4.33,1,"0.03","94118"
"40723160",https://www.airbnb.com/rooms/40723160,"107434423",https://www.airbnb.com/users/show/107434423,Blueground,within an hour,0.99000000000000000000,0.97000000000000000000,f,"5040",South of Market,"37.78014",-122.40384,Entire home/apt,2,1.0,1,1,156.00,t,0,0,19,294,0,,,,,,,,183,"","94103"
"1084230247961196424",https://www.airbnb.com/rooms/1084230247961196424,"469250438",https://www.airbnb.com/users/show/469250438,Charles,within an hour,1.00000000000000000000,1.00000000000000000000,t,"4",Western Addition,"37.77145121348347",-122.43057566321148,Private room,2,1.5,1,1,69.00,t,1,23,53,53,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,"4","94115"
"929707397495574143",https://www.airbnb.com/rooms/929707397495574143,"122922522",https://www.airbnb.com/users/show/122922522,Diego,within an hour,1.00000000000000000000,0.95000000000000000000,t,"7",Financial District,"37.78671",-122.39715,Private room,1,1.0,1,1,80.00,t,2,32,62,62,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,"0.19","94111"
"22016717",https://www.airbnb.com/rooms/22016717,"4430421",https://www.airbnb.com/users/show/4430421,Landmark,within a few hours,0.94000000000000000000,0.92000000000000000000,f,"149",Mission,"37.75428",-122.42457,Entire home/apt,3,1.0,1,1,118.00,t,28,58,88,178,2,3.5,4.0,5.0,4.5,5.0,5.0,3.0,149,"0.03","94110"
"30506989",https://www.airbnb.com/rooms/30506989,"2146719",https://www.airbnb.com/users/show/2146719,Nikki,within an hour,1.00000000000000000000,0.94000000000000000000,t,"16",Bayview,"37.71992",-122.39248,Private room,2,1.0,1,2,59.00,t,5,35,65,340,19,4.74,4.74,4.79,4.84,4.95,4.21,4.63,8,"0.32","94124"
"42340184",https://www.airbnb.com/rooms/42340184,"204441",https://www.airbnb.com/users/show/204441,Gary,within an hour,1.00000000000000000000,0.96000000000000000000,f,"18",South of Market,"37.77942",-122.41257,Private room,2,1.0,1,1,160.00,t,30,60,90,365,0,,,,,,,,3,"","94103"
"41983998",https://www.airbnb.com/rooms/41983998,"4430421",https://www.airbnb.com/users/show/4430421,Landmark,within a few hours,0.94000000000000000000,0.92000000000000000000,f,"149",Mission,"37.76459",-122.41891,Entire home/apt,2,1.0,0,0,79.00,t,27,57,87,177,3,3.67,4.33,4.67,4.33,3.0,3.33,3.67,149,"0.09","94110"
"26921699",https://www.airbnb.com/rooms/26921699,"202536938",https://www.airbnb.com/users/show/202536938,Kaleen,within an hour,1.00000000000000000000,1.00000000000000000000,t,"6",Western Addition,"37.77583",-122.42823,Entire home/apt,2,1.0,1,1,110.00,t,8,13,13,241,22,4.82,4.91,4.86,5.0,5.0,5.0,4.68,4,"0.34","94115"
"51438281",https://www.airbnb.com/rooms/51438281,"253575857",https://www.airbnb.com/users/show/253575857,Dorel SF,within an hour,1.00000000000000000000,0.98000000000000000000,t,"34",Nob Hill,"37.78956",-122.41879,Private room,2,1.0,0,1,80.00,t,18,48,78,168,51,4.69,4.82,4.71,4.86,4.73,4.69,4.63,34,"1.62","94109"
"26053850",https://www.airbnb.com/rooms/26053850,"55782784",https://www.airbnb.com/users/show/55782784,Kevin,within an hour,1.00000000000000000000,1.00000000000000000000,f,"22",Financial District,"37.78946",-122.40616,Entire home/apt,2,1.0,1,1,235.00,t,29,59,89,360,7,3.57,3.29,4.29,4.0,4.14,4.86,3.14,22,"0.11","94111"
"983661721517598308",https://www.airbnb.com/rooms/983661721517598308,"537819427",https://www.airbnb.com/users/show/537819427,ShaoLing,within an hour,1.00000000000000000000,0.99000000000000000000,t,"1",Excelsior,"37.71516",-122.43689,Entire home/apt,4,2.0,2,3,170.00,t,13,34,57,182,14,4.71,5.0,5.0,4.92,5.0,4.92,5.0,1,"2.66","94112"
"25434116",https://www.airbnb.com/rooms/25434116,"191314376",https://www.airbnb.com/users/show/191314376,Jane,within an hour,1.00000000000000000000,0.99000000000000000000,t,"5",Outer Sunset,"37.76479",-122.47868,Private room,2,1.0,1,1,70.00,t,23,53,83,83,132,4.81,4.89,4.95,4.9,4.78,4.79,4.74,5,"1.88","94122"
"1026789504304285744",https://www.airbnb.com/rooms/1026789504304285744,"9419684",https://www.airbnb.com/users/show/9419684,Churchill,within an hour,0.84000000000000000000,0.97000000000000000000,f,"389",Financial District,"37.78676",-122.40197,Entire home/apt,5,2.0,2,3,429.00,t,29,59,89,364,0,,,,,,,,7,"","94111"
"34247471",https://www.airbnb.com/rooms/34247471,"5391821",https://www.airbnb.com/users/show/5391821,Dan,within an hour,1.00000000000000000000,0.96000000000000000000,t,"1",Outer Mission,"37.72768",-122.44304,Entire home/apt,6,1.0,2,2,245.00,t,12,42,72,252,107,4.9,4.94,4.94,4.96,4.93,4.81,4.83,1,"1.81","94112"
"51910917",https://www.airbnb.com/rooms/51910917,"74125906",https://www.airbnb.com/users/show/74125906,Tay,within an hour,1.00000000000000000000,0.89000000000000000000,f,"15",Potrero Hill,"37.75597",-122.40129,Entire home/apt,3,1.0,2,3,95.00,t,30,60,90,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6,"0.07","94107"
"13980263",https://www.airbnb.com/rooms/13980263,"75978",https://www.airbnb.com/users/show/75978,Del,within an hour,1.00000000000000000000,1.00000000000000000000,t,"3",Mission,"37.75256",-122.40505,Private room,2,1.0,1,1,80.00,t,16,46,64,64,79,4.99,4.97,4.96,4.94,4.99,4.84,4.92,3,"0.85","94110"
"24309390",https://www.airbnb.com/rooms/24309390,"156562268",https://www.airbnb.com/users/show/156562268,Glen,within a few hours,1.00000000000000000000,1.00000000000000000000,t,"1",Inner Richmond,"37.77944",-122.45332,Private room,6,2.0,2,3,250.00,t,10,37,51,51,168,4.96,4.95,4.96,4.96,4.99,4.93,4.85,1,"2.34","94118"
"928560874784005672",https://www.airbnb.com/rooms/928560874784005672,"122922522",https://www.airbnb.com/users/show/122922522,Diego,within an hour,1.00000000000000000000,0.95000000000000000000,t,"7",Financial District,"37.78626",-122.39612,Private room,1,1.0,1,1,75.00,t,19,49,79,79,2,4.5,4.5,5.0,5.0,5.0,4.5,4.5,7,"0.35","94111"
"1914841",https://www.airbnb.com/rooms/1914841,"9932058",https://www.airbnb.com/users/show/9932058,John,within an hour,1.00000000000000000000,0.98000000000000000000,t,"2",Western Addition,"37.77914",-122.43591,Entire home/apt,2,1.0,0,1,85.00,t,0,14,14,78,126,4.71,4.71,4.72,4.87,4.84,4.67,4.52,2,"1.02","94115"
"36067613",https://www.airbnb.com/rooms/36067613,"21337159",https://www.airbnb.com/users/show/21337159,Sherese,within a day,0.75000000000000000000,1.00000000000000000000,f,"1",Mission,"37.76047",-122.42013,Entire home/apt,1,1.0,1,1,90.00,t,7,37,67,342,4,4.5,4.75,4.0,5.0,5.0,4.25,4.25,1,"0.12","94110"
"13233167",https://www.airbnb.com/rooms/13233167,"131200418",https://www.airbnb.com/users/show/131200418,Lois,within an hour,1.00000000000000000000,0.87000000000000000000,t,"58",Inner Sunset,"37.7637",-122.47129,Private room,2,1.0,1,1,60.00,t,4,34,64,64,64,4.77,4.9,4.76,4.94,4.89,4.92,4.7,33,"0.70","94122"
"41876282",https://www.airbnb.com/rooms/41876282,"107434423",https://www.airbnb.com/users/show/107434423,Blueground,within an hour,0.99000000000000000000,0.97000000000000000000,f,"5040",South of Market,"37.7805576",-122.40425879999998,Entire home/apt,4,2.0,2,2,180.00,t,0,0,0,64,0,,,,,,,,183,"","94103"
"1096012712284620453",https://www.airbnb.com/rooms/1096012712284620453,"163251048",https://www.airbnb.com/users/show/163251048,Global Luxury,within an hour,0.74000000000000000000,0.98000000000000000000,f,"294",Financial District,"37.78676",-122.40197,Entire home/apt,5,2.0,2,3,399.00,t,29,59,89,364,0,,,,,,,,6,"","94111"
"807415730565701172",https://www.airbnb.com/rooms/807415730565701172,"496820385",https://www.airbnb.com/users/show/496820385,Ralph,a few days or more,0.00000000000000000000,1.00000000000000000000,f,"1",Mission,"37.75608447424254",-122.41851420946934,Entire home/apt,4,1.0,2,2,150.00,t,30,60,90,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,"0.22","94110"
"869677320477220619",https://www.airbnb.com/rooms/869677320477220619,"510081767",https://www.airbnb.com/users/show/510081767,Alex,within an hour,0.85000000000000000000,1.00000000000000000000,t,"1",Financial District,"37.78872386509908",-122.3942723263485,Entire home/apt,7,2.0,2,4,436.00,t,12,34,56,217,46,4.93,4.89,4.93,4.85,4.96,5.0,4.83,1,"4.27","94111"
"16204265",https://www.airbnb.com/rooms/16204265,"1291823",https://www.airbnb.com/users/show/1291823,Koncha,within an hour,0.90000000000000000000,1.00000000000000000000,t,"2",Mission,"37.76156",-122.42059,Private room,2,1.0,1,1,140.00,t,0,0,0,0,593,4.97,4.98,4.99,4.96,4.98,4.9,4.87,2,"6.78","94110"
"12037978",https://www.airbnb.com/rooms/12037978,"64438831",https://www.airbnb.com/users/show/64438831,Marilee,within an hour,1.00000000000000000000,0.99000000000000000000,t,"1",Bernal Heights,"37.74448",-122.41699,Entire home/apt,4,1.0,2,2,246.00,t,0,0,0,0,324,4.87,4.93,4.92,4.95,4.91,4.9,4.72,1,"3.42","94110"
"47871031",https://www.airbnb.com/rooms/47871031,"385878161",https://www.airbnb.com/users/show/385878161,Sally,within an hour,1.00000000000000000000,1.00000000000000000000,t,"1",Outer Richmond,"37.77572",-122.49473,Entire home/apt,6,1.0,3,3,315.00,t,0,0,0,0,98,4.9,4.87,4.92,4.93,4.94,4.91,4.83,1,"2.64","94121"
"585326",https://www.airbnb.com/rooms/585326,"2676602",https://www.airbnb.com/users/show/2676602,Su,within an hour,1.00000000000000000000,0.97000000000000000000,t,"4",Outer Richmond,"37.77547",-122.48116,Entire home/apt,2,1.0,1,2,74.00,t,0,0,0,0,1020,4.8,4.85,4.86,4.94,4.89,4.75,4.77,2,"7.19","94121"
"26278521",https://www.airbnb.com/rooms/26278521,"197555079",https://www.airbnb.com/users/show/197555079,Peter And Connie,within an hour,1.00000000000000000000,1.00000000000000000000,t,"1",Parkside,"37.73943",-122.49401,Entire home/apt,4,2.0,1,2,99.00,t,0,0,0,0,247,4.94,4.94,4.92,4.99,4.97,4.87,4.83,1,"3.56","94116"
"1892956",https://www.airbnb.com/rooms/1892956,"9838978",https://www.airbnb.com/users/show/9838978,Connie,within an hour,1.00000000000000000000,0.97000000000000000000,f,"2",Mission,"37.7539",-122.42339,Private room,2,1.5,1,1,93.00,t,14,41,45,259,100,4.8,4.92,4.91,4.97,4.86,4.89,4.87,1,"0.82","94110"
"12368621",https://www.airbnb.com/rooms/12368621,"66829012",https://www.airbnb.com/users/show/66829012,Patrick,within a day,1.00000000000000000000,0.60000000000000000000,f,"1",Pacific Heights,"37.79095",-122.44489,Entire home/apt,2,1.0,1,1,120.00,t,29,59,89,364,136,4.63,4.75,4.85,4.9,4.9,4.89,4.54,1,"1.42","94115"
"704711349727708762",https://www.airbnb.com/rooms/704711349727708762,"420182099",https://www.airbnb.com/users/show/420182099,Sam,within an hour,1.00000000000000000000,1.00000000000000000000,t,"11",Lakeshore,"37.73131",-122.48793,Private room,2,1.0,1,1,47.00,t,0,0,5,280,3,5.0,4.67,4.0,5.0,5.0,5.0,5.0,11,"0.32","94132"
"870162792820242260",https://www.airbnb.com/rooms/870162792820242260,"505474582",https://www.airbnb.com/users/show/505474582,Ogbe,within an hour,1.00000000000000000000,0.97000000000000000000,f,"3",Potrero Hill,"37.75737513327931",-122.38775800847884,Entire home/apt,4,1.0,2,0,149.00,t,7,16,35,35,33,4.91,4.91,4.94,4.88,4.97,4.73,4.61,2,"3.29","94107"
"574511833351537308",https://www.airbnb.com/rooms/574511833351537308,"107434423",https://www.airbnb.com/users/show/107434423,Blueground,within an hour,0.99000000000000000000,0.97000000000000000000,f,"5040",North Beach,"37.8040758",-122.4052486,Entire home/apt,2,1.0,1,1,185.00,t,0,24,54,329,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,183,"0.14","94133"
"927563446263228835",https://www.airbnb.com/rooms/927563446263228835,"523515589",https://www.airbnb.com/users/show/523515589,John Paolo,within an hour,1.00000000000000000000,0.99000000000000000000,t,"1",Outer Richmond,"37.782496257527576",-122.48869588735,Entire home/apt,4,1.0,2,2,192.00,t,8,27,56,136,40,4.95,4.93,4.98,4.98,5.0,5.0,4.78,1,"5.11","94121"
"15675279",https://www.airbnb.com/rooms/15675279,"4430421",https://www.airbnb.com/users/show/4430421,Landmark,within a few hours,0.94000000000000000000,0.92000000000000000000,f,"149",Mission,"37.75213",-122.42359,Entire home/apt,3,1.0,1,1,121.00,t,18,48,78,168,5,5.0,4.8,5.0,5.0,5.0,5.0,3.8,149,"0.07","94110"
"839096115650829294",https://www.airbnb.com/rooms/839096115650829294,"43533135",https://www.airbnb.com/users/show/43533135,Stan,within an hour,1.00000000000000000000,0.96000000000000000000,f,"6",South of Market,"37.77950286620845",-122.4073003112003,Private room,2,1.0,1,1,53.00,t,0,0,0,0,6,3.57,3.57,3.43,3.71,4.14,3.14,3.86,5,"0.50","94103"
"7345170",https://www.airbnb.com/rooms/7345170,"7212456",https://www.airbnb.com/users/show/7212456,Jack & Christina,within an hour,1.00000000000000000000,0.95000000000000000000,t,"3",Noe Valley,"37.75007",-122.42532,Private room,2,1.0,1,1,200.00,t,22,52,82,348,58,4.97,4.98,5.0,5.0,4.98,4.95,4.9,3,"0.56","94114"
"10088395",https://www.airbnb.com/rooms/10088395,"42138725",https://www.airbnb.com/users/show/42138725,Stephen,within an hour,1.00000000000000000000,0.97000000000000000000,t,"3",Castro/Upper Market,"37.76095",-122.42958,Private room,2,2.0,1,1,200.00,t,0,0,4,279,225,4.9,4.91,4.9,4.97,4.93,4.98,4.77,1,"2.28","94114"
"784011112719256320",https://www.airbnb.com/rooms/784011112719256320,"442029804",https://www.airbnb.com/users/show/442029804,Live Suite,within an hour,0.98000000000000000000,0.56000000000000000000,f,"2633",Nob Hill,"37.790175750079364",-122.41217020924172,Entire home/apt,4,1.0,1,2,233.00,t,27,57,87,362,0,,,,,,,,48,"","94109"
"820381602596057953",https://www.airbnb.com/rooms/820381602596057953,"1892430",https://www.airbnb.com/users/show/1892430,Jan,within a few hours,0.90000000000000000000,0.83000000000000000000,f,"23",Haight Ashbury,"37.76837614135568",-122.4464140972593,Entire home/apt,2,1.0,0,1,104.00,t,0,0,4,279,0,,,,,,,,21,"","94117"
"44640480",https://www.airbnb.com/rooms/44640480,"694377",https://www.airbnb.com/users/show/694377,Beatrice,within an hour,0.95000000000000000000,1.00000000000000000000,f,"19",Nob Hill,"37.79377",-122.41426,Entire home/apt,5,1.0,3,3,175.00,t,0,14,44,315,3,4.0,3.67,3.67,3.67,3.67,5.0,3.67,18,"0.09","94109"
"992412607861032071",https://www.airbnb.com/rooms/992412607861032071,"520931919",https://www.airbnb.com/users/show/520931919,Chris,within an hour,0.98000000000000000000,0.97000000000000000000,f,"410",Western Addition,"37.78913945716461",-122.42272921688605,Private room,2,1.0,1,1,150.00,t,30,60,90,365,1,4.0,4.0,3.0,5.0,5.0,3.0,4.0,379,"0.21","94115"
"975549563164431387",https://www.airbnb.com/rooms/975549563164431387,"11362827",https://www.airbnb.com/users/show/11362827,Omar,within a few hours,1.00000000000000000000,0.50000000000000000000,f,"1",Noe Valley,"37.75492862125189",-122.44103400874725,Entire home/apt,2,1.0,1,1,169.00,t,5,35,65,339,1,4.0,4.0,5.0,5.0,5.0,4.0,4.0,1,"0.30","94114"
"1088689369105133027",https://www.airbnb.com/rooms/1088689369105133027,"542041520",https://www.airbnb.com/users/show/542041520,Allen,within an hour,1.00000000000000000000,0.98000000000000000000,f,"349",Western Addition,"37.78940801706158",-122.42229047569596,Private room,2,1.0,1,1,150.00,t,30,60,90,365,0,,,,,,,,342,"","94115"
"32813435",https://www.airbnb.com/rooms/32813435,"127638239",https://www.airbnb.com/users/show/127638239,Ching Ho,within an hour,1.00000000000000000000,0.99000000000000000000,f,"5",Inner Richmond,"37.78354",-122.4621,Private room,2,2.0,1,1,57.00,t,20,50,80,170,294,4.77,4.86,4.67,4.85,4.89,4.87,4.74,5,"4.83","94118"
"11152754",https://www.airbnb.com/rooms/11152754,"4191595",https://www.airbnb.com/users/show/4191595,Laura & Larry,within an hour,1.00000000000000000000,0.97000000000000000000,t,"5",Bernal Heights,"37.73339",-122.42694,Private room,1,2.0,1,1,41.00,t,0,0,4,223,24,5.0,4.88,4.63,4.96,5.0,4.88,4.96,5,"0.25","94110"
